-54	2948
-53	3549
-52	4291
-51	4978
-50	6331
-49	6999
-48	8385
-47	10100
-46	11799
-45	15374
-44	16685
-43	19738
-42	23921
-41	27995
-40	36489
-39	39838
-38	48435
-37	58097
-36	68213
-35	87986
-34	97786
-33	117651
-32	140555
-31	164662
-30	214190
-29	235400
-28	285254
-27	338581
-26	395601
-25	506068
-24	557471
-23	663740
-22	784365
-21	901463
-20	1140793
-19	1229029
-18	1443460
-17	1662403
-16	1866779
-15	2316527
-14	2400600
-13	2737906
-12	3058816
-11	3277144
-10	4049940
-9	3866996
-8	4261908
-7	4528090
-6	4543612
-5	5428718
-4	4719238
-3	4888234
-2	4852924
-1	4405957
0	5831078
1	3817491
2	3883857
3	3695455
4	3337908
5	3481262
6	2845740
7	2714226
8	2520072
9	2246013
10	2314617
11	1899033
12	1842392
13	1709610
14	1687458
15	1429869
16	1221210
17	1181428
18	1111308
19	1010474
20	1048308
21	877931
22	850953
23	794859
24	724783
25	758529
26	637509
27	621716
28	586210
29	535293
30	566942
31	479455
32	469135
33	446851
34	412195
35	436443
36	372579
37	367220
38	350944
39	325456
40	347242
41	297766
42	294319
43	283039
44	262318
45	283160
46	244299
47	242008
48	233865
49	217644
50	235785
51	203672
52	202074
53	197119
54	184307
55	198313
56	173292
57	172083
58	166759
59	156310
60	171785
61	148305
62	148820
63	144484
64	136018
65	146549
66	129228
67	128687
68	125292
69	118946
70	127190
71	112578
72	112136
73	109440
74	103917
75	111625
76	98560
77	98624
78	96413
79	91200
80	98436
81	86873
82	86953
83	84413
84	80555
85	86776
86	76909
87	77371
88	75537
89	72191
90	76922
91	68877
92	68038
93	66858
94	63962
95	68697
96	61066
97	61619
98	59589
99	57247
100	61100
101	54511
102	54640
103	53466
104	51448
105	54537
106	49246
107	48315
108	48083
109	45816
110	49061
111	44295
112	44455
113	42965
114	41157
115	44330
116	39756
117	40256
118	38897
119	37108
120	40408
121	35793
122	36238
123	34702
124	33615
125	36114
126	32688
127	32554
128	31849
129	30456
130	32320
131	29418
132	29140
133	28839
134	27776
135	29657
136	26469
137	26475
138	25823
139	25195
140	26504
141	24025
142	23789
143	23445
144	22500
145	23606
146	22096
147	21677
148	21262
149	20580
150	21896
151	19768
152	20005
153	19298
154	18619
155	19733
156	17913
157	17803
158	17677
159	17078
160	17922
161	16528
162	16368
163	16100
164	15346
165	16304
166	14629
167	14839
168	14619
169	13825
170	14969
171	13495
172	13733
173	13151
174	12689
175	13453
176	12344
177	12328
178	12227
179	11730
180	12475
181	11364
182	11346
183	11210
184	10632
185	11442
186	10240
187	10500
188	10042
189	9816
190	10282
191	9514
192	9415
193	9252
194	8865
195	9386
196	8723
197	8689
198	8506
199	8246
200	8688
201	7951
202	7800
203	7611
204	7508
205	7890
206	7397
207	7183
208	7022
209	6782
210	7265
211	6635
212	6494
213	6485
214	6245
215	6655
216	6041
217	6075
218	5912
219	5779
220	6099
221	5518
222	5650
223	5493
224	5198
225	5621
226	5163
227	5151
228	5032
229	4747
230	5242
231	4664
232	4690
233	4513
234	4431
235	4897
236	4415
237	4309
238	4347
239	4062
240	4404
241	3857
242	4027
243	3841
244	3773
245	3950
246	3702
247	3603
248	3622
249	3493
250	3612
251	3339
252	3354
253	3178
254	3277
255	3352
256	3122
257	3161
258	3021
259	2936
260	3144
261	2848
262	2883
263	2751
264	2790
265	2851
266	2724
267	2610
268	2444
269	2505
270	2669
271	2373
272	2469
273	2320
274	2310
275	2477
276	2218
277	2259
278	2274
279	2197
280	2259
281	2061
282	2006
283	2053
284	1955
285	2107
286	1975
287	1878
288	1928
289	1835
290	1922
291	1828
292	1794
293	1720
294	1753
295	1674
296	1631
297	1642
298	1553
299	1580
300	1663
301	1497
302	1491
303	1421
304	1449
305	1539
306	1395
307	1412
308	1342
309	1311
310	1458
311	1302
312	1274
313	1286
314	1228
315	1348
316	1200
317	1215
318	1231
319	1112
320	1273
321	1046
322	1119
323	1145
324	1116
325	1181
326	1081
327	1006
328	1074
329	1013
330	1053
331	988
332	984
333	968
334	906
335	977
336	950
337	914
338	872
339	877
340	909
341	870
342	868
343	829
344	779
345	812
346	775
347	811
348	737
349	730
350	770
351	703
352	738
353	677
354	662
355	743
356	661
357	633
358	672
359	629
360	674
361	643
362	576
363	613
364	594
365	622
366	574
367	589
368	602
369	507
370	597
371	574
372	524
373	549
374	530
375	536
376	491
377	497
378	505
379	514
380	528
381	462
382	476
383	493
384	457
385	502
386	428
387	411
388	465
389	415
390	457
391	429
392	399
393	396
394	372
395	452
396	353
397	377
398	372
399	391
400	401
401	381
402	356
403	346
404	360
405	375
406	332
407	322
408	324
409	314
410	324
411	321
412	359
413	276
414	302
415	305
416	297
417	268
418	289
419	286
420	304
421	273
422	289
423	268
424	267
425	275
426	285
427	217
428	236
429	225
430	275
431	228
432	227
433	226
434	230
435	251
436	232
437	228
438	232
439	252
440	253
441	227
442	220
443	199
444	206
445	202
446	218
447	188
448	191
449	209
450	188
451	182
452	180
453	180
454	174
455	190
456	155
457	160
458	172
459	179
460	206
461	154
462	173
463	180
464	139
465	173
466	165
467	158
468	180
469	133
470	164
471	158
472	143
473	154
474	127
475	154
476	129
477	133
478	136
479	103
480	129
481	122
482	114
483	127
484	119
485	128
486	117
487	120
488	133
489	107
490	94
491	123
492	104
493	118
494	118
495	124
496	118
497	121
498	126
499	109
500	114
501	110
502	108
503	101
504	97
505	108
506	89
507	103
508	103
509	94
510	104
511	91
512	106
513	72
514	84
515	73
516	82
517	79
518	80
519	91
520	80
521	83
522	70
523	81
524	67
525	81
526	61
527	87
528	74
529	79
530	82
531	72
532	73
533	74
534	77
535	79
536	65
537	63
538	60
539	58
540	77
541	52
542	74
543	72
544	56
545	72
546	73
547	53
548	68
549	59
550	70
551	70
552	67
553	65
554	59
555	69
556	60
557	62
558	53
559	50
560	69
561	60
562	70
563	51
564	66
565	60
566	54
567	40
568	52
569	69
570	54
571	52
572	54
573	61
574	63
575	55
576	60
577	48
578	46
579	48
580	54
581	58
582	51
583	42
584	47
585	50
586	63
587	54
588	43
589	49
590	44
591	52
592	48
593	44
594	43
595	53
596	35
597	46
598	33
599	45
600	54
601	43
602	46
603	49
604	47
605	45
606	41
607	38
608	44
609	42
610	44
611	53
612	35
613	43
614	38
615	39
616	27
617	37
618	29
619	40
620	43
621	33
622	35
623	43
624	31
625	39
626	41
627	34
628	33
629	42
630	35
631	28
632	35
633	36
634	37
635	32
636	24
637	29
638	42
639	43
640	40
641	27
642	46
643	34
644	30
645	40
646	33
647	41
648	32
649	31
650	34
651	25
652	32
653	25
654	33
655	32
656	22
657	31
658	29
659	24
660	21
661	32
662	38
663	28
664	33
665	27
666	39
667	25
668	29
669	30
670	37
671	32
672	33
673	36
674	31
675	35
676	40
677	38
678	27
679	32
680	32
681	24
682	38
683	31
684	30
685	29
686	26
687	43
688	34
689	30
690	29
691	34
692	27
693	23
694	28
695	22
696	26
697	21
698	34
699	31
700	33
701	30
702	27
703	33
704	27
705	19
706	33
707	38
708	21
709	21
710	31
711	22
712	22
713	23
714	39
715	32
716	23
717	33
718	22
719	28
720	22
721	25
722	24
723	25
724	27
725	26
726	34
727	26
728	26
729	26
730	30
731	43
732	33
733	23
734	19
735	35
736	21
737	27
738	35
739	20
740	21
741	28
742	19
743	32
744	18
745	22
746	25
747	18
748	27
749	28
750	20
751	22
752	26
753	26
754	29
755	27
756	20
757	23
758	16
759	30
760	19
761	29
762	31
763	21
764	23
765	34
766	23
767	26
768	28
769	23
770	21
771	30
772	20
773	26
774	19
775	33
776	23
777	21
778	22
779	16
780	25
781	22
782	30
783	21
784	20
785	23
786	29
787	28
788	24
789	18
790	17
791	21
792	30
793	34
794	29
795	20
796	18
797	27
798	23
799	29
800	17
801	20
802	34
803	28
804	20
805	25
806	27
807	27
808	16
809	27
810	28
811	27
812	24
813	16
814	17
815	22
816	20
817	25
818	14
819	20
820	27
821	22
822	26
823	28
824	16
825	25
826	14
827	25
828	30
829	24
830	24
831	16
832	25
833	19
834	18
835	33
836	21
837	19
838	21
839	17
840	23
841	9
842	30
843	20
844	19
845	24
846	24
847	21
848	24
849	16
850	15
851	28
852	31
853	12
854	21
855	23
856	24
857	18
858	20
859	21
860	24
861	23
862	29
863	20
864	22
865	14
866	17
867	18
868	17
869	20
870	12
871	20
872	17
873	19
874	21
875	21
876	21
877	21
878	21
879	13
880	21
881	13
882	21
883	20
884	21
885	14
886	14
887	10
888	14
889	21
890	11
891	14
892	13
893	21
894	13
895	18
896	20
897	20
898	22
899	23
900	14
901	9
902	16
903	15
904	22
905	20
906	13
907	22
908	12
909	17
910	19
911	11
912	10
913	14
914	24
915	14
916	19
917	14
918	10
919	22
920	23
921	10
922	17
923	18
924	13
925	15
926	18
927	13
928	13
929	17
930	12
931	20
932	11
933	14
934	20
935	18
936	13
937	22
938	11
939	15
940	19
941	13
942	16
943	21
944	21
945	18
946	18
947	15
948	22
949	9
950	16
951	13
952	5
953	14
954	17
955	13
956	11
957	18
958	18
959	8
960	14
961	18
962	7
963	9
964	9
965	15
966	13
967	13
968	16
969	8
970	8
971	9
972	13
973	12
974	12
975	18
976	20
977	11
978	18
979	18
980	12
981	14
982	11
983	15
984	16
985	14
986	11
987	8
988	13
989	7
990	11
991	12
992	10
993	19
994	10
995	6
996	5
997	16
998	10
999	9
1000	10
1001	16
1002	13
1003	13
1004	9
1005	10
1006	15
1007	10
1008	14
1009	13
1010	16
1011	10
1012	12
1013	8
1014	9
1015	17
1016	10
1017	16
1018	13
1019	12
1020	9
1021	9
1022	11
1023	9
1024	16
1025	11
1026	18
1027	12
1028	10
1029	10
1030	8
1031	11
1032	14
1033	12
1034	12
1035	8
1036	4
1037	6
1038	14
1039	10
1040	11
1041	13
1042	8
1043	9
1044	11
1045	11
1046	7
1047	10
1048	9
1049	7
1050	12
1051	5
1052	6
1053	6
1054	12
1055	4
1056	15
1057	12
1058	7
1059	9
1060	7
1061	9
1062	5
1063	8
1064	12
1065	5
1066	11
1067	11
1068	8
1069	6
1070	8
1071	10
1072	7
1073	9
1074	10
1075	5
1076	8
1077	9
1078	5
1079	8
1080	3
1081	9
1082	10
1083	6
1084	9
1085	14
1086	5
1087	6
1088	15
1089	6
1090	13
1091	11
1092	5
1093	9
1094	6
1095	8
1096	8
1097	12
1098	6
1099	6
1100	10
1101	7
1102	8
1103	10
1104	11
1105	4
1106	7
1107	7
1108	6
1109	11
1110	8
1111	2
1112	6
1113	4
1114	10
1115	3
1116	5
1117	4
1118	6
1119	7
1120	4
1121	8
1122	4
1123	5
1124	10
1125	7
1126	2
1127	7
1128	4
1129	5
1130	8
1131	5
1132	5
1133	8
1134	9
1135	6
1136	4
1137	2
1138	2
1139	10
1140	6
1141	8
1142	7
1143	9
1144	2
1145	1
1146	9
1147	6
1148	6
1149	7
1150	2
1151	2
1152	6
1153	9
1154	9
1155	8
1156	2
1157	4
1158	9
1159	8
1160	6
1161	6
1162	4
1163	3
1164	8
1165	7
1166	12
1167	5
1168	11
1169	7
1170	9
1171	10
1172	4
1173	1
1174	5
1175	6
1176	5
1177	3
1178	3
1179	3
1180	4
1181	4
1182	10
1183	6
1184	3
1185	6
1186	6
1187	5
1188	7
1189	5
1190	6
1191	5
1192	8
1193	5
1194	6
1195	8
1196	2
1197	1
1198	4
1199	7
1200	3
1201	7
1202	6
1203	4
1204	5
1205	4
1206	5
1207	6
1208	2
1209	3
1210	5
1211	3
1212	4
1213	3
1215	3
1216	2
1217	3
1218	4
1219	4
1220	3
1221	3
1222	3
1223	3
1224	1
1225	4
1226	7
1227	4
1228	4
1229	2
1230	3
1231	1
1232	3
1233	1
1234	6
1235	3
1236	7
1237	4
1238	5
1239	8
1240	3
1241	3
1242	1
1243	3
1244	5
1245	9
1246	3
1247	4
1248	3
1249	2
1250	5
1251	2
1252	2
1253	3
1255	2
1256	2
1257	1
1258	3
1259	5
1260	4
1261	5
1262	1
1263	4
1264	1
1265	2
1267	1
1268	1
1269	2
1270	2
1271	7
1272	2
1273	4
1274	7
1275	2
1276	2
1277	3
1278	3
1279	3
1280	6
1281	1
1282	1
1283	3
1284	3
1285	4
1286	4
1287	2
1288	3
1289	2
1290	1
1291	3
1292	4
1293	1
1294	3
1297	5
1298	3
1299	3
1300	3
1301	2
1302	3
1303	3
1304	3
1305	2
1307	1
1308	2
1309	5
1310	5
1311	1
1312	5
1313	3
1314	2
1315	2
1316	2
1317	1
1319	2
1320	3
1321	3
1322	3
1323	1
1324	2
1325	3
1327	2
1328	2
1329	4
1330	4
1331	2
1332	4
1334	2
1336	3
1337	6
1338	2
1339	2
1340	3
1342	6
1343	3
1344	2
1345	4
1346	2
1348	2
1349	1
1350	4
1351	1
1352	2
1353	1
1354	1
1355	2
1356	5
1357	5
1359	8
1361	2
1362	2
1363	1
1364	2
1366	1
1367	4
1368	4
1369	4
1370	1
1372	2
1373	3
1374	3
1375	1
1377	2
1378	1
1379	4
1380	1
1381	1
1382	3
1385	1
1386	2
1387	2
1389	1
1390	1
1392	3
1393	1
1394	1
1395	2
1396	1
1397	1
1398	2
1402	1
1403	2
1404	1
1405	1
1406	2
1407	1
1408	3
1410	1
1412	2
1413	1
1414	2
1415	1
1416	4
1417	3
1418	3
1419	4
1420	5
1421	6
1422	5
1423	8
1424	2
1425	9
1426	11
1427	8
1428	18
1429	11
1430	12
1431	18
1432	12
1433	9
1434	8
1435	7
1436	1
1437	1
1438	3
1439	2
1440	1
1441	3
1442	1
1443	1
1444	1
1445	2
1446	4
1447	1
1448	2
1449	1
1450	1
1454	1
1457	1
1462	1
1465	1
1468	2
1469	1
1471	1
1472	1
1473	2
1476	1
1478	1
1481	2
1486	1
1488	1
1490	2
1491	2
1494	1
1502	2
1504	1
1510	1
1517	2
1523	1
1525	2
1527	1
1528	1
1532	2
1534	2
1535	1
1541	1
1542	1
1543	1
1548	2
1564	1
1575	1
1579	1
1583	1
1584	2
1592	1
1597	1
1602	1
1608	1
1609	1
1611	1
1612	1
1622	1
1623	1
1625	2
1629	1
1631	1
1632	1
1634	1
1639	1
1642	1
1652	1
1655	2
1665	1
1666	1
1667	1
1688	1
1689	1
1691	1
1695	1
1707	1
1710	1
1715	1
1724	1
1735	1
1744	1
1779	1
1808	1
1823	1
1848	1
1864	1
1879	1
1925	1
1942	1
1946	1
1951	1
2137	1
2449	1
2453	1
2461	1
2598	1
